unnamed:_0,show_id,type,title,director,cast,date_added,release_year,rating,listed_in,description,budget,production_company_track_record,director_success,cast_popularity,genre_trend,release_season,marketing_budget,imdbrating,imdbvotes,duration_minutes,duration_seasons,main_cast,description_tokens,keywords,votes_log,rating_z,votes_z,popularity_score,popularity_zscore,popularity_cluster,popularity_kmeans,popularity
5890,s5891,0,anthony jeselnik: thoughts and prayers,adam dubin,Anthony Jeselnik,2015-10-16,2015,10,stand-up comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,126737265,74,91,65,stable,0,0.038204967223632536,7.7,6014.0,59.0,0.0,Anthony Jeselnik,"[""there'"", 'subject', 'dark', 'comedian', 'skewer', 'taboo', 'riff', 'nation', 'tragedi', 'pull', 'back', 'curtain', 'provoc', 'style.']","['comedian', 'young', 'high', 'finds', 'follows']",8.70201162840878,1.1897954069451635,0.10627029928538283,0.6480328531152731,1,0,1,1
5891,s5892,0,beasts of no nation,cary joji fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",2015-10-16,2015,10,"dramas, independent movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",148174491,41,48,73,trending,0,-0.33769368101425407,7.7,88674.0,137.0,0.0,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye","['civil', 'war', 'tear', 'famili', 'apart,', 'young', 'west', 'african', 'boy', 'forc', 'join', 'unit', 'mercenari', 'fighter', 'transform', 'child', 'soldier.']","['boy', 'war', 'young', 'family', 'group']",11.392733279641822,1.1897954069451635,1.2975270988316034,1.2436612528883835,1,0,1,1
5892,s5893,0,circle,"aaron hann, mario miscione","Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael Mclafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy",2015-10-16,2015,10,"dramas, independent movies, sci-fi & fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",13433890,68,85,100,trending,0,-0.9003319426882304,6.0,67831.0,86.0,0.0,"Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli","['group', 'stranger', 'seiz', 'await', 'execution,', 'face', 'imposs', 'task', 'choos', 'one', 'person', 'among', 'worthi', 'spared.']","['group', 'young', 'help', 'film', 'finds']",11.124789338983838,-0.2630192064349312,1.1789009150121952,0.45794085428863196,0,0,1,0
5894,s5895,0,anjelah johnson: not fancy,jay karas,Anjelah Johnson-Reyes,2015-10-02,2015,8,stand-up comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",12437405,42,91,89,declining,0,-0.9854824767187766,5.8,771.0,64.0,0.0,Anjelah Johnson-Reyes,"['actress,', 'comedian', 'youtub', 'sensat', 'riff', 'everyth', 'nail', 'salon', 'gypsi', 'mexican', 'mom', 'super-sleuth', 'liam', 'neeson.']","['comedian', 'young', 'high', 'finds', 'follows']",6.648984550024776,-0.4339385727149425,-0.8026614981217195,-0.618300035418331,0,1,0,0
5896,s5897,0,keith richards: under the influence,morgan neville,Keith Richards,2015-09-18,2015,8,"documentaries, music & musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",69491408,59,97,62,trending,0,0.8148364131525894,7.1,3692.0,82.0,0.0,Keith Richards,"['documentari', 'unparallel', 'access,', 'discov', 'peopl', 'sound', 'inspir', 'rock', ""'n'"", 'roll', 'legend', 'keith', 'richard', 'childhood', 'today.']","['people', 'documentary', 'young', 'help', 'finds']",8.214194414852564,0.6770373081051296,-0.10969985590262508,0.28366872610125227,0,0,1,0
5897,s5898,0,cowspiracy: the sustainability secret,"kip andersen, keegan kuhn",Kip Andersen,2015-09-15,2014,11,documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,57122378,79,41,80,trending,0,-0.8089599389864697,8.1,26874.0,90.0,0.0,Kip Andersen,"['learn', 'factori', 'farm', 'decim', ""planet'"", 'natur', 'resourc', '–', 'crisi', 'larg', 'ignor', 'major', 'environment', 'groups.']","['young', 'help', 'film', 'finds', 'follows']",10.198951765429964,1.5316341395051851,0.7690070472217418,1.1503205933634635,1,0,1,1
5898,s5899,0,6 years,hannah fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly Mcmichael",2015-09-08,2015,10,"dramas, independent movies, romantic movies","As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",44316093,72,50,78,trending,0,-0.35596334074541197,5.5,13296.0,80.0,0.0,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur","['volatil', 'young', 'coupl', 'togeth', 'six', 'year', 'approach', 'colleg', 'graduation,', 'unexpect', 'career', 'opportun', 'threaten', 'future.']","['couple', 'career', 'college', 'years', 'young']",9.495293724856706,-0.6903176221349591,0.45747819584310334,-0.11641971314592786,0,0,1,0
5899,s5900,0,demetri martin: live (at the time),jay karas,Demetri Martin,2015-08-14,2015,10,stand-up comedy,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",106634118,95,36,43,stable,2,1.5774643040643137,7.4,2409.0,62.0,0.0,Demetri Martin,"['demetri', 'martin', 'bring', 'off-kilt', 'take', 'acoust', 'guitar,', 'hairless', 'cats,', 'color', 'schemes,', 'word', '""nope""', 'washington', 'origin', 'special.']","['special', 'young', 'group', 'film', 'finds']",7.787382026484701,0.9334163575251468,-0.29866148987200336,0.31737743382657174,0,0,1,0
5900,s5901,1,wet hot american summer,nan,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera, Josh Charles, Bradley Cooper, Judah Friedlander, Janeane Garofalo, Jon Hamm, Nina Hellman, Joe Lo Truglio, Ken Marino, Christopher Meloni, A.D. Miles, Marguerite Moreau, Zak Orth, Jordan Peele, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Marisa Ryan, Jason Schwartzman, Molly Shannon, Michael Showalter, John Slattery, Kevin Sussman, David Wain, Kristen Wiig",2015-07-31,2015,10,tv comedies,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",5193309,98,46,100,trending,2,-1.089147555658776,7.3,25633.0,0.0,1.0,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera","['first', 'day', 'camp', 'outrag', 'prequel', 'hilari', '2001', 'cult', 'classic', 'movie.', 'camp', 'firewood,', 'anyth', 'happen.']","['day', 'young', 'help', 'finds', 'follows']",10.15167487428977,0.8479566743851409,0.7480762616065316,0.7980164679958363,1,0,1,0
5901,s5902,0,tig,"kristina goolsby, ashley york",Tig Notaro,2015-07-17,2015,8,"documentaries, stand-up comedy",Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,103052419,80,68,84,trending,2,1.6468225565579067,7.4,2890.0,92.0,0.0,Tig Notaro,"['comedian', 'tig', 'notaro', 'announc', 'cancer', 'diagnosi', 'becam', 'legendari', 'stand-up', 'set', '2012.', 'follow', 'search', 'humor', 'amid', 'devast', 'news.']","['comedian', 'stand', 'help', 'film', 'finds']",7.969357742016346,0.9334163575251468,-0.21809581397608893,0.35766027177452897,0,0,1,0
5903,s5904,0,creep,patrick brice,"Mark Duplass, Patrick Brice",2015-07-14,2014,7,"horror movies, independent movies, thrillers","When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",91194433,75,47,87,stable,2,1.0033407467270987,6.3,75052.0,78.0,0.0,"Mark Duplass, Patrick Brice","['cash-strap', 'videograph', 'take', 'job', 'remot', 'mountain', 'town,', 'find', 'client', 'unsettl', 'idea', 'mind.']","['town', 'finds', 'takes', 'young', 'family']",11.225949809613795,-0.006640157014914706,1.2236874496684305,0.6085236463267579,1,0,1,0
5904,s5905,0,chris tucker live,phil joanou,Chris Tucker,2015-07-10,2015,10,stand-up comedy,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.",75647474,70,97,80,declining,2,0.9505677899142819,6.3,2119.0,92.0,0.0,Chris Tucker,"['film', 'hometown', 'atlanta,', 'chri', 'tucker', 'showcas', 'stand-up', 'comed', 'chop', 'share', 'experi', 'childhood', 'big', 'time.']","['big', 'time', 'stand', 'group', 'film']",7.659171367666058,-0.006640157014914706,-0.3554238900340632,-0.18103202352448897,0,1,0,0
5906,s5907,0,"what happened, miss simone?",liz garbus,Nan,2015-06-26,2015,8,"documentaries, music & musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",115857026,81,41,55,trending,2,1.4322459871037718,7.6,14993.0,103.0,0.0,Nan,"['use', 'never-before-heard', 'recordings,', 'rare', 'archiv', 'footag', 'best-known', 'songs,', 'stori', 'legendari', 'singer', 'activist', 'nina', 'simone.']","['story', 'best', 'young', 'group', 'film']",9.615405400063008,1.1043357238051574,0.5106549522455444,0.8074953380253509,1,0,1,1
5907,s5908,0,advantageous,jennifer phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth",2015-06-23,2015,10,"dramas, independent movies, sci-fi & fantasy","In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",97313645,84,95,74,trending,2,1.1631126561274918,6.1,6042.0,92.0,0.0,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle","['order', 'keep', 'job', 'biomed', 'engin', 'firm', 'prize', 'youth,', 'middle-ag', 'woman', 'must', 'submit', 'drastic', 'experiment', 'procedure.']","['woman', 'young', 'help', 'film', 'finds']",8.706655856361559,-0.17755952329492597,0.10832642728541417,-0.0346165480047559,0,1,0,0
5910,s5911,0,hot girls wanted,"jill bauer, ronna gradus",Nan,2015-05-29,2015,10,documentaries,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.",47246907,97,96,29,trending,1,-0.7050615260558306,6.1,18749.0,83.0,0.0,Nan,"['2015', 'sundanc', 'film', 'festiv', 'breakout', 'documentari', 'produc', 'rashida', 'jone', 'spotlight', '""amateur""', 'porn', 'industri', 'women', 'exploits.']","['women', 'film', 'documentary', 'young', 'group']",9.838949031398556,-0.17755952329492597,0.6096238926789381,0.21603218469200608,0,0,1,0
5911,s5912,0,jen kirkman: i'm gonna die alone (and i feel fine),lance bangs,Jen Kirkman,2015-05-22,2015,10,stand-up comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",81700776,94,49,48,stable,1,0.2577802880243771,6.8,1648.0,78.0,0.0,Jen Kirkman,"['jen', 'kirkman', 'deliv', 'sharp,', 'hilari', 'truth', 'divorce,', 'kids,', 'sex', 'turn', '40', 'netflix', 'origin', 'comedi', 'special.']","['kids', 'sex', 'comedy', 'special', 'group']",7.407924322559599,0.4206582586851131,-0.466657896982277,-0.022999819148581957,0,1,0,0
5913,s5914,0,chris d'elia: incorrigible,bill d'elia,Chris D'Elia,2015-04-17,2015,10,stand-up comedy,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.,136817691,98,88,60,stable,1,-0.17562378838620077,6.4,1618.0,84.0,0.0,Chris D'Elia,"['stand-up', 'comedian', 'chri', ""d'elia"", 'cover', 'everyth', 'improv', 'nfl', 'date', 'evil', 'babi', 'grow', 'born.']","['comedian', 'stand', 'help', 'film', 'finds']",7.389563953677635,0.07881952612509131,-0.47478653944620225,-0.19798350666055547,0,1,0,0
5917,s5918,0,ralphie may: unruly,john asher,Ralphie May,2015-02-27,2015,10,stand-up comedy,"Filmed in front of a raucous crowd, comedian Ralphie May unleashes his hilariously raunchy perspective in his first Netflix original stand-up special.",21492011,42,75,47,stable,3,-0.6899000398099738,4.8,370.0,83.0,0.0,Ralphie May,"['film', 'front', 'raucou', 'crowd,', 'comedian', 'ralphi', 'may', 'unleash', 'hilari', 'raunchi', 'perspect', 'first', 'netflix', 'origin', 'stand-up', 'special.']","['comedian', 'stand', 'special', 'lives', 'girl']",5.916202062607435,-1.2885354041149981,-1.1270845466092037,-1.207809975362101,0,1,0,0
5918,s5919,0,virunga: gorillas in peril,nan,Nan,2015-02-13,2015,8,documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.,63000193,54,37,63,trending,3,-0.18663729336754784,6.2,34.0,29.0,0.0,Nan,"['team', 'behind', 'sear', 'documentari', 'reveal', 'inspir', 'tell', 'stori', 'virunga', 'lethal', 'fight', 'save', ""gorillas'"", 'sanctuary.']","['story', 'team', 'save', 'documentary', 'young']",3.5553480614894135,-0.09209984015491995,-2.1722998256697297,-1.1321998329123248,0,1,0,0
5921,s5922,0,bill burr: i'm sorry you feel that way,jay karas,Bill Burr,2014-12-05,2014,10,stand-up comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",22097340,54,76,68,stable,3,-0.9334310171314291,8.2,9234.0,81.0,0.0,Bill Burr,"['bill', 'burr', 'escap', 'zombi', 'apocalypse,', 'explor', 'rom-com', 'ruin', 'great', 'sex', 'explain', 'mani', 'childhood', 'hug', 'may', 'downfal', 'man.']","['sex', 'man', 'group', 'film', 'finds']",9.13075589263334,1.6170938226451905,0.29608722805982396,0.9565905253525072,1,0,1,1
5924,s5925,0,chelsea peretti: one of the greats,lance bangs,Chelsea Peretti,2014-11-14,2014,10,stand-up comedy,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special.",32145409,96,37,46,declining,0,-0.7567398320593528,6.9,2442.0,75.0,0.0,Chelsea Peretti,"['""brooklyn', 'nine-nine""', 'star', 'chelsea', 'peretti', 'showcas', 'divers', 'talent', 'dark', 'yet', 'silli', 'reimagin', 'comedi', 'special.']","['star', 'comedy', 'special', 'young', 'group']",7.8009820712577405,0.506117941825119,-0.2926403743833045,0.10673878372090728,0,0,1,0
5926,s5927,0,e-team,"katy chevigny, ross kauffman",Nan,2014-10-24,2014,10,documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,41563194,52,44,53,trending,0,-0.17633976113061733,7.1,955.0,90.0,0.0,Nan,"['courag', 'investig', 'human', 'right', ""watch'"", 'emerg', 'team', 'risk', 'live', 'document', 'unlaw', 'attack', 'civilian', 'brutal', 'dictators.']","['lives', 'team', 'young', 'group', 'film']",6.862757913051401,0.6770373081051296,-0.708018125348237,-0.015490408621553708,0,1,0,0
5927,s5928,0,wyatt cenac: brooklyn,wyatt cenac,Wyatt Cenac,2014-10-21,2014,10,stand-up comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,20522285,89,87,73,stable,0,-0.6592164693731906,6.3,253.0,68.0,0.0,Wyatt Cenac,"['wyatt', 'cenac', 'head', 'brooklyn', 'share', 'observ', 'borough', ""that'"", 'backdrop', 'three', 'sitcom', 'realiti', 'show', 'cheesemongers.']","['reality', 'young', 'help', 'film', 'finds']",5.537334267018537,-0.006640157014914706,-1.2948197850042782,-0.6507299710095964,0,1,0,0
5929,s5930,0,print the legend,"luis lopez, clay tweel",Nan,2014-09-26,2014,8,documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",50000910,67,99,59,trending,0,0.06835386833963446,7.0,2071.0,100.0,0.0,Nan,"['award-winning,', 'origin', 'documentari', 'chronicl', 'race', 'market', 'leadership', '3d', 'printing,', 'next', 'wave', 'technolog', 'evolution.']","['documentary', 'young', 'help', 'finds', 'follows']",7.6362696033793735,0.5915776249651243,-0.3655631336884991,0.11300724563831263,0,1,0,0
5931,s5932,0,the battered bastards of baseball,"chapman way, maclain way","Todd Field, Kurt Russell",2014-07-11,2014,10,"documentaries, sports movies","The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.",124428459,67,70,62,trending,2,1.2384395579503102,8.0,4679.0,80.0,0.0,"Todd Field, Kurt Russell","['color', 'true', 'stori', 'portland', 'mavericks,', 'scrappy,', 'independ', 'basebal', 'team', 'underdog', 'start', 'actor', 'bing', 'russel', '1970s.']","['true', 'story', 'team', 'young', 'girl']",8.451053388911692,1.44617445636518,-0.0048358454420199745,0.72066930546158,1,0,1,0
5932,s5933,0,from one second to the next,werner herzog,Nan,2014-04-15,2013,8,documentaries,Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text.,75471903,81,72,51,trending,1,0.09218115600970482,7.3,1360.0,35.0,0.0,Nan,"['werner', 'herzog', 'chronicl', 'devast', 'consequ', 'text', 'driving.', 'film', 'examin', 'live', 'forev', 'alter', 'trivial', 'text.']","['film', 'lives', 'young', 'help', 'finds']",7.215975002651466,0.8479566743851409,-0.5516391630318703,0.14815875567663528,0,1,0,0
5934,s5935,0,mitt,greg whiteley,Mitt Romney,2014-01-24,2014,11,documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,102199777,63,85,79,trending,3,0.8755897339586574,6.9,2660.0,93.0,0.0,Mitt Romney,"['real', 'mitt', 'romney', 'reveal', 'documentari', 'goe', 'beyond', 'sound', 'bite', 'unpreced', 'access', '2012', 'presidenti', 'campaign.']","['real', 'documentary', 'young', 'help', 'finds']",7.886457270977689,0.506117941825119,-0.25479814242582977,0.12565989969964464,0,0,1,0
5936,s5937,0,shrek the musical,jason moore,"Brian D'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber, John Tartaglia, Rozi Baker, Ryan Duncan, Leah Greenhaus, Chris Hoch, Marissa O'Donnell, Denny Paschall",2013-12-29,2013,9,"children & family movies, comedies, music & musicals","The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",13457155,97,76,62,trending,3,-1.0153804659498806,6.9,4561.0,130.0,0.0,"Brian D'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber, John Tartaglia","['greatest', 'fairi', 'tale', 'never', 'told', 'come', 'life', 'colorful,', 'song-filled,', 'toni', 'award-win', 'broadway', 'product', 'base', 'hit', 'movie.']","['based', 'life', 'young', 'help', 'finds']",8.425516402844334,0.506117941825119,-0.016141774570258446,0.2449880836274303,0,0,1,0
5937,s5938,0,the short game,josh greenbaum,"Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano, Amari Avery, Augustin Valery, Kuang Yang, Jack Nicklaus, Gary Player",2013-12-12,2013,5,"children & family movies, documentaries, sports movies","They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",107346323,50,87,73,trending,3,1.4582226996837424,7.3,1740.0,100.0,0.0,"Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano","['fierc', 'competit', 'athletes,', 'determin', 'becom', 'champion', 'one', ""world'"", 'toughest', 'golf', 'courses.', 'still', 'grade', 'school.']","['school', 'world', 'young', 'group', 'film']",7.462214939768189,0.8479566743851409,-0.44262194109971426,0.20266736664271331,0,0,1,0
5938,s5939,0,aziz ansari: buried alive,"will lovelace, dylan southern",Aziz Ansari,2013-11-01,2013,10,stand-up comedy,"""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era.",110049780,49,66,46,declining,0,0.8480172499153665,7.2,4165.0,80.0,0.0,Aziz Ansari,"['""park', 'recreation""', 'star', 'aziz', 'ansari', 'take', 'stage', 'share', 'unfilt', 'view', 'adulthood,', 'babies,', 'marriage,', 'love', 'modern', 'era.']","['stage', 'star', 'love', 'takes', 'gets']",8.334711621820917,0.7624969912451356,-0.05634355938730949,0.35307671592891304,0,0,1,0
5940,s5941,1,breaking bad,nan,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito",2013-08-02,2013,10,"crime tv shows, tv dramas, tv thrillers",A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.,1394664,66,67,68,trending,2,-1.0913462991177094,8.3,717.0,0.0,5.0,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt","['high', 'school', 'chemistri', 'teacher', 'die', 'cancer', 'team', 'former', 'student', 'secur', ""family'"", 'futur', 'manufactur', 'sell', 'crystal', 'meth.']","['student', 'school', 'high', 'family', 'young']",6.576469569048224,1.7025535057851973,-0.8347658832474336,0.4338938112688818,0,0,1,0
5941,s5942,0,being elmo: a puppeteer's journey,constance marks,"Kevin Clash, Whoopi Goldberg",2012-02-21,2011,5,documentaries,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street.""",48723892,48,53,76,trending,3,0.31794238891270715,7.6,7242.0,76.0,0.0,"Kevin Clash, Whoopi Goldberg","['whoopi', 'goldberg', 'narrat', 'elmo', 'creator', 'kevin', ""clash'"", 'remark', 'journey', 'working-class', 'baltimor', 'neighborhood', 'jim', ""henson'"", '""sesam', 'street.""']","['journey', 'young', 'help', 'film', 'finds']",8.887790764195326,1.1043357238051574,0.18851985438824045,0.646427789096699,1,0,1,1
5955,s5956,0,splatter,joe dante,"Corey Feldman, Tony Todd, Tara Leigh, Erin Way, Mark Alan, Stuart Pankin",2009-11-18,2009,10,horror movies,"After committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life.",145509000,57,68,72,stable,0,1.0387597014319478,3.1,736.0,29.0,0.0,"Corey Feldman, Tony Todd, Tara Leigh, Erin Way, Mark Alan","['commit', 'suicide,', 'washed-up', 'rocker', 'return', 'grave', 'torment', 'five', 'peopl', 'betray', 'life.']","['people', 'returns', 'life', 'young', 'help']",6.602587892189336,-2.741350017495092,-0.8232025801386421,-1.7822762988168672,0,1,0,0
5957,s5958,0,to and from new york,sorin dan mihalcescu,"Barbara King, Shaana Diya, John Krisiukenas, Yoriko Haraguchi, David Crane, Chad Thomas",2008-01-01,2006,10,"dramas, independent movies, thrillers","While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her article entirely.",99900012,62,70,62,trending,3,-0.22980900344628133,5.6,37.0,81.0,0.0,"Barbara King, Shaana Diya, John Krisiukenas, Yoriko Haraguchi, David Crane","['cover', 'stori', 'new', 'york', 'city,', 'seattle-bas', 'report', 'uncov', 'link', 'two', 'miss', 'women', 'chang', 'articl', 'entirely.']","['women', 'based', 'york', 'story', 'city', 'new']",3.6375861597263857,-0.6048579389949538,-2.1358907479557083,-1.370374343475331,0,1,0,0
5958,s5959,0,9,shane acker,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau, Fred Tatasciore, Alan Oppenheimer, Tom Kane",2017-11-16,2009,6,"action & adventure, independent movies, sci-fi & fantasy","In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group.",103171943,40,56,65,trending,0,0.9807460210024176,7.0,151073.0,80.0,0.0,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover","['postapocalypt', 'world,', 'rag-dol', 'robot', 'hide', 'fear', 'danger', 'machin', 'extermin', 'them,', 'brave', 'newcom', 'join', 'group.']","['group', 'world', 'young', 'help', 'film']",11.925525061978993,0.5915776249651243,1.5334087379304127,1.0624931814477685,1,0,1,1
5959,s5960,0,21,robert luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack Mcgee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",2020-01-01,2008,6,dramas,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,113223564,75,85,100,trending,3,-0.4795737047423768,6.8,272894.0,123.0,0.0,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira","['brilliant', 'group', 'student', 'becom', 'card-count', 'expert', 'intent', 'swindl', 'million', 'la', 'vega', 'casino', 'play', 'blackjack.']","['group', 'young', 'help', 'film', 'finds']",12.516842384799014,0.4206582586851131,1.7952012504246042,1.1079297545548585,1,0,1,1
5971,s5972,0,(t)error,"lyric r. cabral, david felix sutcliffe",Nan,2016-06-30,2015,4,documentaries,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.,93514260,80,38,27,trending,2,-0.4460028396172864,6.6,823.0,84.0,0.0,Nan,"['real-lif', 'look', 'fbi', 'counterterror', 'oper', 'featur', 'access', 'side', 'sting:', 'govern', 'inform', 'radic', 'target.']","['real', 'life', 'young', 'group', 'film']",6.714170529909472,0.2497388924051018,-0.7738018642249388,-0.2620314859099185,0,1,0,0
5977,s5978,0,æon flux,karyn kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances Mcdormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",2018-02-01,2005,6,"action & adventure, sci-fi & fantasy","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",119536590,84,84,96,trending,3,-0.2179961562791785,5.4,134366.0,93.0,0.0,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances Mcdormand","['aim', 'hasten', 'uprising,', 'leader', 'underground', 'rebellion', 'dispatch', 'acrobat', 'assassin', 'aeon', 'flux', 'elimin', ""government'"", 'top', 'leader.']","['young', 'help', 'film', 'finds', 'follows']",11.808330141208073,-0.7757773052749642,1.4815233092846578,0.3528730020048468,0,0,1,0
5979,s5980,0,1 chance 2 dance,adam deyoe,"Lexi Giovagnoli, Justin Ray, Rae Latt, Poonam Basu, Teresa Biter, Kalilah Harris, Alexia Dox, Adam Powell, Sean Mcbride",2017-07-01,2014,11,"dramas, romantic movies","When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream.",73506479,60,72,73,trending,2,0.18051369068143683,4.8,609.0,89.0,0.0,"Lexi Giovagnoli, Justin Ray, Rae Latt, Poonam Basu, Teresa Biter","['aspir', 'dancer', 'uproot', 'senior', 'year', 'high', 'school,', 'find', 'torn', 'two', 'boy', '–', 'one', 'shot', 'dream.']","['year', 'finds', 'school', 'high', 'young']",6.413458957167357,-1.2885354041149981,-0.9069351838929629,-1.0977352940039804,0,1,0,0
